id,collection,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued[],dc.description.abstract[en_US],dc.description.provenance[en],dc.description[],dc.identifier.citation[],dc.identifier.citation[en_US],dc.identifier.uri,dc.language.iso[],dc.language.iso[en_US],dc.publisher[],dc.publisher[en_US],dc.subject[],dc.subject[en_US],dc.title.alternative[en_US],dc.title[],dc.title[en_US],dc.type[],dc.type[en_US]
"9eb8b0cd-6342-40df-a30b-6a4091054ce5","108/2","Shukla, Ajai","2021-04-07T08:49:35Z","2016-12-08T10:50:28Z","2021-04-07T08:49:35Z","2016-12-08T10:50:28Z","2010-11-27",,"Made available in DSpace on 2016-12-08T10:50:28Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 8e90f485a8c952ff92c063b348e991fc (MD5)
bel.pdf: 14549 bytes, checksum: f8d7838865e59b1f8e6d80c958854f50 (MD5)
  Previous issue date: 2010-11-27||Made available in DSpace on 2021-04-07T08:49:35Z (GMT). No. of bitstreams: 2
bel.pdf: 14549 bytes, checksum: f8d7838865e59b1f8e6d80c958854f50 (MD5)
license.txt: 1831 bytes, checksum: 8e90f485a8c952ff92c063b348e991fc (MD5)
  Previous issue date: 2010-11-27","The Business Standard, Bangalore 27 November 2010",,,"http://localhost:8080/xmlui/handle/108/84616","en",,"The Business Standard",,"FIB||Fast Intercepter Boat||Costal security",,,"BEL says new coastal surveillance system is ready",,"Article",
"9fedd48b-b7d0-4899-96c7-08451f6c3263","108/2","Katoch, Prakash","2021-04-07T08:50:24Z","2016-12-08T10:50:19Z","2021-04-07T08:50:24Z","2016-12-08T10:50:19Z","2016-05",,"Made available in DSpace on 2016-12-08T10:50:19Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 35514d473fe7b4b1f0b1dc655a6a3b7b (MD5)
drdo.pdf: 98343 bytes, checksum: 97800b256486fda073c5200f5c74f44e (MD5)
  Previous issue date: 2016-05||Made available in DSpace on 2021-04-07T08:50:24Z (GMT). No. of bitstreams: 2
drdo.pdf: 98343 bytes, checksum: 97800b256486fda073c5200f5c74f44e (MD5)
license.txt: 1831 bytes, checksum: 35514d473fe7b4b1f0b1dc655a6a3b7b (MD5)
  Previous issue date: 2016-05",,"First Post, 12 May 2016",,"http://localhost:8080/xmlui/handle/108/84540",,,,,"DRDO||Defence Minister||Akash||Missile||Akash Regiment",,,"Has DRDO taken Defence Minister Parrikar and India for a ride?",,,
"a13b0a02-32cf-4062-9d9c-29dcd4abeb76","108/2","Shukla, Ajai","2021-04-07T08:49:47Z","2016-12-08T10:50:26Z","2021-04-07T08:49:47Z","2016-12-08T10:50:26Z","2010-08-30",,"Made available in DSpace on 2016-12-08T10:50:26Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: f694f3e3af71bacfe3941516e3a0f094 (MD5)
navy1.pdf: 15276 bytes, checksum: 95ec4ab45dd51398e2de060be97e2c2a (MD5)
  Previous issue date: 2010-08-30||Made available in DSpace on 2021-04-07T08:49:47Z (GMT). No. of bitstreams: 2
navy1.pdf: 15276 bytes, checksum: 95ec4ab45dd51398e2de060be97e2c2a (MD5)
license.txt: 1831 bytes, checksum: f694f3e3af71bacfe3941516e3a0f094 (MD5)
  Previous issue date: 2010-08-30","Business Standard, 30 August 2010, New Delhi",,,"http://localhost:8080/xmlui/handle/108/84592","en",,,,"Defence policy||Navy",,,"Navy torpedoes Indian private shipyards' role in new project",,"Article",
"a2e6186e-7845-4837-aa40-bd064d9c369f","108/2","Shukla, Ajai","2021-04-07T08:51:34Z","2017-04-03T10:22:30Z","2021-04-07T08:51:34Z","2017-04-03T10:22:30Z","2017-03-26",,"Submitted by Ajay Pandey (akpandey@arde.org) on 2017-04-03T10:22:30Z
No. of bitstreams: 1
Jabalpur blast.pdf: 8743 bytes, checksum: ecaa88ebbef224cdfce9d8e094b4783d (MD5)||Made available in DSpace on 2017-04-03T10:22:30Z (GMT). No. of bitstreams: 1
Jabalpur blast.pdf: 8743 bytes, checksum: ecaa88ebbef224cdfce9d8e094b4783d (MD5)
  Previous issue date: 2017-03-26||Made available in DSpace on 2021-04-07T08:51:34Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
Jabalpur blast.pdf: 8743 bytes, checksum: ecaa88ebbef224cdfce9d8e094b4783d (MD5)
  Previous issue date: 2017-03-26",,,"The Times of India, Delhi, 26 March 2017","http://localhost:8080/xmlui/handle/108/149132",,,,,,"125mm anti-tank ammunition||Jabalpur||Ordnance Factory blast",,,"Blasts rock ordnance factory in Jabalpur",,
"a5eee0c6-ff2e-4a34-aaee-bdc52da15ea4","108/2","Shukla, Ajai","2021-04-07T08:50:07Z","2016-12-08T10:50:22Z","2021-04-07T08:50:07Z","2016-12-08T10:50:22Z","2013-09",,"Made available in DSpace on 2016-12-08T10:50:22Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 9e97bd320131d8d8ce00c9703d7fa8c7 (MD5)
missile.pdf: 73567 bytes, checksum: bbeb10671f036b0da0804043649fd458 (MD5)
  Previous issue date: 2013-09||Made available in DSpace on 2021-04-07T08:50:07Z (GMT). No. of bitstreams: 2
missile.pdf: 73567 bytes, checksum: bbeb10671f036b0da0804043649fd458 (MD5)
license.txt: 1831 bytes, checksum: 9e97bd320131d8d8ce00c9703d7fa8c7 (MD5)
  Previous issue date: 2013-09",,"The Business Standard, 21 September 2013",,"http://localhost:8080/xmlui/handle/108/84562","en",,"Business Standard",,"DRDO||India||Defence Policy||Missile Programme||DRDO Projects",,,"India's Missile Story",,"Article",
"a97c1818-4625-4711-8773-b438913e1af9","108/2",,"2021-04-07T08:49:51Z","2016-12-08T10:50:25Z","2021-04-07T08:49:51Z","2016-12-08T10:50:25Z","2010-05-26",,"Made available in DSpace on 2016-12-08T10:50:25Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 1a9b8e59c1b819a7c338d8514cf0cbab (MD5)
280503arde.pdf: 127493 bytes, checksum: e19a1148a1e53e8b6e68dc8f8cc660de (MD5)
  Previous issue date: 2010-05-26||Made available in DSpace on 2021-04-07T08:49:51Z (GMT). No. of bitstreams: 2
280503arde.pdf: 127493 bytes, checksum: e19a1148a1e53e8b6e68dc8f8cc660de (MD5)
license.txt: 1831 bytes, checksum: 1a9b8e59c1b819a7c338d8514cf0cbab (MD5)
  Previous issue date: 2010-05-26","Hindustan Times,New Delhi, 26 May 2010",,,"http://localhost:8080/xmlui/handle/108/84585","en",,,,"DROD policy||Defence policy",,,"Self-reliance in defence R&D low",,"Article",
"aa681f42-497e-46c4-b6a5-81c4209ccb76","108/2","ANI","2021-04-07T08:49:23Z","2020-10-15T08:46:32Z","2021-04-07T08:49:23Z","2020-10-15T08:46:32Z","2020-10-01",,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2020-10-15T08:46:32Z
No. of bitstreams: 1
01Oct.pdf: 223927 bytes, checksum: b0d822672f7035628ba97975de31a2ba (MD5)||Made available in DSpace on 2020-10-15T08:46:32Z (GMT). No. of bitstreams: 1
01Oct.pdf: 223927 bytes, checksum: b0d822672f7035628ba97975de31a2ba (MD5)
  Previous issue date: 2020-10-01||Made available in DSpace on 2021-04-07T08:49:23Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
01Oct.pdf: 223927 bytes, checksum: b0d822672f7035628ba97975de31a2ba (MD5)
  Previous issue date: 2020-10-01",,,,"http://localhost:8080/xmlui/handle/108/173108",,,,,,"ATGM",,,"India Test-Fires Laser-Guided Anti Tank Missile from MBT Arjun in Ahmednagar",,
"ad3c4a54-65b7-48f1-b452-9e3a13f8ebaf","108/2","News Service","2021-04-07T08:51:12Z","2017-12-04T10:52:16Z","2021-04-07T08:51:12Z","2017-12-04T10:52:16Z","2017-12-04",,"Submitted by Ajay Pandey (akpandey@arde.org) on 2017-12-04T10:52:16Z
No. of bitstreams: 1
NEWS04 DEC20170001.pdf: 2242112 bytes, checksum: 36ffd9bf827b5edd58cb986329be8202 (MD5)||Made available in DSpace on 2017-12-04T10:52:16Z (GMT). No. of bitstreams: 1
NEWS04 DEC20170001.pdf: 2242112 bytes, checksum: 36ffd9bf827b5edd58cb986329be8202 (MD5)
  Previous issue date: 2017-12-04||Made available in DSpace on 2021-04-07T08:51:12Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
NEWS04 DEC20170001.pdf: 2242112 bytes, checksum: 36ffd9bf827b5edd58cb986329be8202 (MD5)
  Previous issue date: 2017-12-04",,,"The Times of India, 04 Dec 2017","http://localhost:8080/xmlui/handle/108/151794",,,,,,"ICBM||IRBM||MRBM||SRBM||AGNI-III||Ballistic missile||RS-20V||Surface to surface||Air to surface",,,"The ABC of missile race",,
"ad958975-2d40-40c4-8966-17ae57006931","108/2","Shukla, Ajai","2021-04-07T08:49:38Z","2016-12-08T10:50:27Z","2021-04-07T08:49:38Z","2016-12-08T10:50:27Z","2010-11-30",,"Made available in DSpace on 2016-12-08T10:50:27Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: a64bac3d49e7578b1a3b66468eb3a608 (MD5)
DRDO reverse.pdf: 15344 bytes, checksum: f49cf0ac1985f79ed5ec13aa475cbfeb (MD5)
  Previous issue date: 2010-11-30||Made available in DSpace on 2021-04-07T08:49:38Z (GMT). No. of bitstreams: 2
DRDO reverse.pdf: 15344 bytes, checksum: f49cf0ac1985f79ed5ec13aa475cbfeb (MD5)
license.txt: 1831 bytes, checksum: a64bac3d49e7578b1a3b66468eb3a608 (MD5)
  Previous issue date: 2010-11-30",,,,"http://localhost:8080/xmlui/handle/108/84608","en",,"DRDO",,"CL-20||HEMRL||DRDO||Explosives",,,"DRDO reverse-engineers process to manufacture world's most powerful explosive",,"Article",
"b01709b3-4c12-4801-be76-077659d9c816","108/2","PTI","2021-04-07T08:50:03Z","2016-12-08T10:50:23Z","2021-04-07T08:50:03Z","2016-12-08T10:50:23Z","2012-08-13",,"Made available in DSpace on 2016-12-08T10:50:23Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 190741a1ed1998189e43632435809b14 (MD5)
Revised Defence Offset Guidelines.pdf: 21143 bytes, checksum: a5c86464a3b4c7635ca733d3520e7def (MD5)
  Previous issue date: 2012-08-13||Made available in DSpace on 2021-04-07T08:50:03Z (GMT). No. of bitstreams: 2
Revised Defence Offset Guidelines.pdf: 21143 bytes, checksum: a5c86464a3b4c7635ca733d3520e7def (MD5)
license.txt: 1831 bytes, checksum: 190741a1ed1998189e43632435809b14 (MD5)
  Previous issue date: 2012-08-13",,,,"http://localhost:8080/xmlui/handle/108/84567","en",,"PTI",,"Defence Offset Guidelines||DOG||Defence Offset Policy",,,"Revised Defence Offset Guidelines",,"Article",
"b0a7b561-cc76-460f-882b-84c5fd16095e","108/2","Shukla, Ajai","2021-04-07T08:49:26Z","2016-12-08T10:50:30Z","2021-04-07T08:49:26Z","2016-12-08T10:50:30Z","2015-01-05",,"Made available in DSpace on 2016-12-08T10:50:30Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 7b88574f0f7a6f0140172e4d3c9ff063 (MD5)
private defence industry.pdf: 39483 bytes, checksum: 30b102187eff66a0fc0b9994cd6d7eb9 (MD5)
  Previous issue date: 2015-01-05||Made available in DSpace on 2021-04-07T08:49:26Z (GMT). No. of bitstreams: 2
private defence industry.pdf: 39483 bytes, checksum: 30b102187eff66a0fc0b9994cd6d7eb9 (MD5)
license.txt: 1831 bytes, checksum: 7b88574f0f7a6f0140172e4d3c9ff063 (MD5)
  Previous issue date: 2015-01-05",,"Shukla Ajai (jan 2015)Parrikar engages private defence industry to boost indigenous arms",,"http://localhost:8080/xmlui/handle/108/84639",,,"Indian express",,"Defence Production||Make category||MSME||Defence Industry||Private defence industry",,,"Parrikar engages private defence industry to boost indigenous arms",,"Article",
"b218b0a2-27e1-41ab-8773-f09d6f91b1bd","108/2","Pandita, Naveen","2021-04-07T08:51:09Z","2017-12-04T11:10:57Z","2021-04-07T08:51:09Z","2017-12-04T11:10:57Z","2017-12-04",,"Submitted by Ajay Pandey (akpandey@arde.org) on 2017-12-04T11:10:57Z
No. of bitstreams: 1
news04dec20170001.pdf: 4471098 bytes, checksum: a428e3b4963f806a71324be48e42c9de (MD5)||Made available in DSpace on 2017-12-04T11:10:57Z (GMT). No. of bitstreams: 1
news04dec20170001.pdf: 4471098 bytes, checksum: a428e3b4963f806a71324be48e42c9de (MD5)
  Previous issue date: 2017-12-04||Made available in DSpace on 2021-04-07T08:51:09Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
news04dec20170001.pdf: 4471098 bytes, checksum: a428e3b4963f806a71324be48e42c9de (MD5)
  Previous issue date: 2017-12-04",,,"The Hindu,04 Dec 2017","http://localhost:8080/xmlui/handle/108/151796",,,,,,"LAKSHYA||Dovnier 228||SAR||SHBO||DRDO",,,"AIR ARM OF INDIAN NAVY; Indigenous Effort",,
"b433dde5-a18e-4ca5-9745-4eddbb3f1023","108/2",,"2021-04-07T08:50:09Z","2016-12-08T10:50:22Z","2021-04-07T08:50:09Z","2016-12-08T10:50:22Z","2011-03-13",,"Made available in DSpace on 2016-12-08T10:50:22Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 8ce57d5603730de6a7a69f20e12e3c88 (MD5)
14Mar3.pdf: 83842 bytes, checksum: a07879a91531d5d6f243f8bb6babf650 (MD5)
  Previous issue date: 2011-03-13||Made available in DSpace on 2021-04-07T08:50:09Z (GMT). No. of bitstreams: 2
14Mar3.pdf: 83842 bytes, checksum: a07879a91531d5d6f243f8bb6babf650 (MD5)
license.txt: 1831 bytes, checksum: 8ce57d5603730de6a7a69f20e12e3c88 (MD5)
  Previous issue date: 2011-03-13",,"Punjab Keshari, 13 March 2011",,"http://localhost:8080/xmlui/handle/108/84559","en",,,,"Arjun tank||Armed forces||India||DRDO",,,"Arjun Tank saamil hua 75 armed regiment main",,"Article",
"b61ccee9-bc01-426b-904f-76aed1501f39","108/2","Shukla, Ajai","2021-04-07T08:49:40Z","2016-12-08T10:50:27Z","2021-04-07T08:49:40Z","2016-12-08T10:50:27Z","2010-09-21",,"Made available in DSpace on 2016-12-08T10:50:27Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: f039b9c0a52f19e9a8abd9bca4f3ea23 (MD5)
Making warships happen.pdf: 16956 bytes, checksum: 2f4a25c592501b6b8fa4d08559eeda50 (MD5)
  Previous issue date: 2010-09-21||Made available in DSpace on 2021-04-07T08:49:40Z (GMT). No. of bitstreams: 2
Making warships happen.pdf: 16956 bytes, checksum: 2f4a25c592501b6b8fa4d08559eeda50 (MD5)
license.txt: 1831 bytes, checksum: f039b9c0a52f19e9a8abd9bca4f3ea23 (MD5)
  Previous issue date: 2010-09-21","Business Standard, New Delhi, 21 September 2010",,,"http://localhost:8080/xmlui/handle/108/84605","en",,,,"Defence policy",,,"Making warships happen",,"Article",
"b6be86f4-45f5-446a-9c46-ea0109bbbdf4","108/2","Shukla, Ajai","2021-04-07T08:49:42Z","2016-12-08T10:50:27Z","2021-04-07T08:49:42Z","2016-12-08T10:50:27Z","2010-08-31",,"Made available in DSpace on 2016-12-08T10:50:27Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 6b86c66dcb00f4f02f6ba8c96c8735da (MD5)
navy2.pdf: 12638 bytes, checksum: c343a9d0ff31ed28cf0e4183cb04494e (MD5)
  Previous issue date: 2010-08-31||Made available in DSpace on 2021-04-07T08:49:42Z (GMT). No. of bitstreams: 2
navy2.pdf: 12638 bytes, checksum: c343a9d0ff31ed28cf0e4183cb04494e (MD5)
license.txt: 1831 bytes, checksum: 6b86c66dcb00f4f02f6ba8c96c8735da (MD5)
  Previous issue date: 2010-08-31","Business Standard, 31 August 2010, New Delhi",,,"http://localhost:8080/xmlui/handle/108/84601","en",,,,"Defence Policy||DRDO",,,"Second Submarine line for Mazagon Dock",,"Article",
"b7463fbd-6240-4259-ba99-3166cb1e63a5","108/2","Shukla, Ajai","2021-04-07T08:49:48Z","2016-12-08T10:50:26Z","2021-04-07T08:49:48Z","2016-12-08T10:50:26Z","2010-08-23",,"Made available in DSpace on 2016-12-08T10:50:26Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 139b9e8a3dac5c469c9819fe4d784922 (MD5)
Indian gun.pdf: 15132 bytes, checksum: 235deda4d66120234f4e5f3aed2e6815 (MD5)
  Previous issue date: 2010-08-23||Made available in DSpace on 2021-04-07T08:49:48Z (GMT). No. of bitstreams: 2
Indian gun.pdf: 15132 bytes, checksum: 235deda4d66120234f4e5f3aed2e6815 (MD5)
license.txt: 1831 bytes, checksum: 139b9e8a3dac5c469c9819fe4d784922 (MD5)
  Previous issue date: 2010-08-23","Business Standard, New Delhi, 23 August 2010",,,"http://localhost:8080/xmlui/handle/108/84590","en",,,,"155 mm||Indian gun",,,"An Indian gun will bypass difficult trials",,"Article",
"b77d8cc2-9d9b-4eb6-8a13-57dbdd079ed7","108/2","Shukla, Ajai","2021-04-07T08:49:46Z","2016-12-08T10:50:26Z","2021-04-07T08:49:46Z","2016-12-08T10:50:26Z","2010-09-02",,"Made available in DSpace on 2016-12-08T10:50:26Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 15637c9d7667b93d7237ce2e7c85b85f (MD5)
navy3.pdf: 35484 bytes, checksum: 43f710398d115fee3a2428698d4eeb49 (MD5)
  Previous issue date: 2010-09-02||Made available in DSpace on 2021-04-07T08:49:46Z (GMT). No. of bitstreams: 2
navy3.pdf: 35484 bytes, checksum: 43f710398d115fee3a2428698d4eeb49 (MD5)
license.txt: 1831 bytes, checksum: 15637c9d7667b93d7237ce2e7c85b85f (MD5)
  Previous issue date: 2010-09-02","Business Standard, 2 September 2010, New Delhi",,,"http://localhost:8080/xmlui/handle/108/84593","en",,,,"Defence policy||Navy",,,"N-subs: India debates, China struggles",,"Article",
"b974f78e-eee8-4993-a674-bbcb4b79ff84","108/2","Ajai, Shukla","2021-04-07T08:49:45Z","2016-12-08T10:50:26Z","2021-04-07T08:49:45Z","2016-12-08T10:50:26Z","2010-09-09",,"Made available in DSpace on 2016-12-08T10:50:26Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 8e6f3923b66e99742018949bcacbad16 (MD5)
vendor1.pdf: 27640 bytes, checksum: 37601f7981b1f000b591f20c3283b79b (MD5)
  Previous issue date: 2010-09-09||Made available in DSpace on 2021-04-07T08:49:45Z (GMT). No. of bitstreams: 2
vendor1.pdf: 27640 bytes, checksum: 37601f7981b1f000b591f20c3283b79b (MD5)
license.txt: 1831 bytes, checksum: 8e6f3923b66e99742018949bcacbad16 (MD5)
  Previous issue date: 2010-09-09",,,,"http://localhost:8080/xmlui/handle/108/84596","en",,,,"Defence procurement||MoD||India",,,"Frustrated global arms vendors write to Ministry of Defence",,"Article",
"bbe6e761-4b6a-420b-9d41-143a06ebf15f","108/2","Ajai Shukla","2021-04-07T08:51:19Z","2020-10-15T08:55:06Z","2021-04-07T08:51:19Z","2020-10-15T08:55:06Z","2020-05-13",,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2020-10-15T08:55:06Z
No. of bitstreams: 1
13.05.2020.pdf: 225813 bytes, checksum: eab6bbae50172cee411423e68c0e56ea (MD5)||Made available in DSpace on 2020-10-15T08:55:06Z (GMT). No. of bitstreams: 1
13.05.2020.pdf: 225813 bytes, checksum: eab6bbae50172cee411423e68c0e56ea (MD5)
  Previous issue date: 2020-05-13||Made available in DSpace on 2021-04-07T08:51:19Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
13.05.2020.pdf: 225813 bytes, checksum: eab6bbae50172cee411423e68c0e56ea (MD5)
  Previous issue date: 2020-05-13",,,,"http://localhost:8080/xmlui/handle/108/173111",,,,"Bussiness Standard",,"biological defence||biological weapons",,,"Govt exhorts DRDO to revive work on biological defence initiative",,
"be137f99-09fa-4794-b092-8e022cf31b57","108/2","ANI","2021-04-07T08:50:48Z","2020-10-19T06:01:29Z","2021-04-07T08:50:48Z","2020-10-19T06:01:29Z","2020-09-17",,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2020-10-19T06:01:29Z
No. of bitstreams: 1
IDRW Oct 17.pdf: 224898 bytes, checksum: f2a67b404d51a13712edb078605a4c02 (MD5)||Made available in DSpace on 2020-10-19T06:01:29Z (GMT). No. of bitstreams: 1
IDRW Oct 17.pdf: 224898 bytes, checksum: f2a67b404d51a13712edb078605a4c02 (MD5)
  Previous issue date: 2020-09-17||Made available in DSpace on 2021-04-07T08:50:48Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
IDRW Oct 17.pdf: 224898 bytes, checksum: f2a67b404d51a13712edb078605a4c02 (MD5)
  Previous issue date: 2020-09-17",,,,"http://localhost:8080/xmlui/handle/108/173114",,,,"ANI",,"Howitzer accident||Advanced Towed Artillery Gun Systems (ATAGS)",,,"DRDO investigating Howitzer accident, says incident not a setback for project",,
"bf99e788-8db8-4b7f-80a8-ed9b826c800e","108/2","Ranjit, Kumar","2021-04-07T08:49:57Z","2016-12-08T10:50:24Z","2021-04-07T08:49:57Z","2016-12-08T10:50:24Z","2010-06-15",,"Made available in DSpace on 2016-12-08T10:50:24Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 1da570186222ecb2a01b808203b68bb7 (MD5)
15Jun 1.pdf: 66356 bytes, checksum: ae3d7b57a926108d51ec9f87d3389f69 (MD5)
  Previous issue date: 2010-06-15||Made available in DSpace on 2021-04-07T08:49:57Z (GMT). No. of bitstreams: 2
15Jun 1.pdf: 66356 bytes, checksum: ae3d7b57a926108d51ec9f87d3389f69 (MD5)
license.txt: 1831 bytes, checksum: 1da570186222ecb2a01b808203b68bb7 (MD5)
  Previous issue date: 2010-06-15","Navbharat Times, New Delhi, 15 June 2010",,,"http://localhost:8080/xmlui/handle/108/84575","en",,,,"Defence policy||Foreing investment",,,"Defence sector mein aa sakti hai auto jaisi chamak",,"Article",
"c09f4f31-2cff-4b2a-a8d4-73c1b4290c70","108/2","Economic Bureau","2021-04-07T08:50:53Z","2018-04-19T08:12:51Z","2021-04-07T08:50:53Z","2018-04-19T08:12:51Z","2018-04-11",,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2018-04-19T08:12:51Z
No. of bitstreams: 1
be9bd250-4f5d-4634-90bd-87acb384006e.jpg: 106001 bytes, checksum: b1f886d8646ee90bbcdd4f0a5ad856a0 (MD5)||Made available in DSpace on 2018-04-19T08:12:51Z (GMT). No. of bitstreams: 1
be9bd250-4f5d-4634-90bd-87acb384006e.jpg: 106001 bytes, checksum: b1f886d8646ee90bbcdd4f0a5ad856a0 (MD5)
  Previous issue date: 2018-04-11||Made available in DSpace on 2021-04-07T08:50:53Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
be9bd250-4f5d-4634-90bd-87acb384006e.jpg: 106001 bytes, checksum: b1f886d8646ee90bbcdd4f0a5ad856a0 (MD5)
  Previous issue date: 2018-04-11",,,,"http://localhost:8080/xmlui/handle/108/153364",,,,,,"Defense||Aerospace||C4I",,,"Tata Sons to bring defence, aerospace under one root",,"Article"
"c653fe4e-2d44-4966-bbe7-c3181746fe3f","108/2","Economic Times","2021-04-07T08:50:02Z","2020-10-15T08:09:45Z","2021-04-07T08:50:02Z","2020-10-15T08:09:45Z","2020-10-13",,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2020-10-15T08:09:45Z
No. of bitstreams: 1
13.10.2020.pdf: 226205 bytes, checksum: a393f454272d2607b65a96abc2540038 (MD5)||Made available in DSpace on 2020-10-15T08:09:45Z (GMT). No. of bitstreams: 1
13.10.2020.pdf: 226205 bytes, checksum: a393f454272d2607b65a96abc2540038 (MD5)
  Previous issue date: 2020-10-13||Made available in DSpace on 2021-04-07T08:50:02Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
13.10.2020.pdf: 226205 bytes, checksum: a393f454272d2607b65a96abc2540038 (MD5)
  Previous issue date: 2020-10-13",,,,"http://localhost:8080/xmlui/handle/108/173100",,"en_US",,"http://idrw.org/uae-firm-selected-for-carbines-in-talks-with-indian-defence-majors-to-set-up-plant/#more-237490",,"Defence Acquisition Council (DAC)||CARACAL||Carbines",,,"UAE firm selected for carbines in talks with Indian defence majors to set up plant",,"Article"
"c855b8d8-8e86-431b-a5fb-e54f7d98e537","108/2",,"2021-04-07T08:49:32Z","2016-12-08T10:50:29Z","2021-04-07T08:49:32Z","2016-12-08T10:50:29Z","2011-03-28",,"Made available in DSpace on 2016-12-08T10:50:29Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: fe8a234a5417263e65c555bbd6ae9d35 (MD5)
mlrs.pdf: 34070 bytes, checksum: 0ecd0871b1600df41189261368324c4d (MD5)
  Previous issue date: 2011-03-28||Made available in DSpace on 2021-04-07T08:49:32Z (GMT). No. of bitstreams: 2
mlrs.pdf: 34070 bytes, checksum: 0ecd0871b1600df41189261368324c4d (MD5)
license.txt: 1831 bytes, checksum: fe8a234a5417263e65c555bbd6ae9d35 (MD5)
  Previous issue date: 2011-03-28",,,,"http://localhost:8080/xmlui/handle/108/84621","en",,,,"MRLS||Rockets||Tornados||Russia",,,"Russian Army to get new Tornado-G Multiple Rocket Launching System (MRLS)",,"Article",
